user,item,rating
151,29100,7.0
152,28323,8.0
152,29103,7.0
154,29309,9.0
156,26892,9.0
156,29333,10.0
156,29334,10.0
156,29335,10.0
156,29336,10.0
156,29337,10.0
156,29338,6.0
156,29339,8.0
156,29340,7.0
157,26048,6.0
157,29341,6.0
159,26489,8.0
159,26834,10.0
159,28280,10.0
159,29448,8.0
160,29484,9.0
160,29485,7.0
160,29486,8.0
160,29487,8.0
160,29488,9.0
160,29489,8.0
161,29492,8.0
161,29493,8.0
161,29494,8.0
163,29688,6.0
163,29689,6.0
163,29690,6.0
163,29691,7.0
163,29692,7.0
163,29693,6.0
163,29694,7.0
164,26272,8.0
164,26626,8.0
164,27032,8.0
164,27400,7.0
164,28197,9.0
164,29734,7.0
164,29735,10.0
164,29736,10.0
164,29737,9.0
164,29738,10.0
164,29739,10.0
165,29746,8.0
167,29786,7.0
167,29787,7.0
167,29788,7.0
168,29907,9.0
172,25923,7.0
172,29939,7.0
172,29940,7.0
175,29979,10.0
176,25830,7.0
176,29994,9.0
176,29995,10.0
176,29996,6.0
176,29997,5.0
176,29998,7.0
177,30002,8.0
180,25931,10.0
180,25966,9.0
180,26298,10.0
180,26327,8.0
180,26361,9.0
180,26405,7.0
180,26588,9.0
180,26687,6.0
180,27314,8.0
180,28119,8.0
180,28438,8.0
180,28452,7.0
180,28773,7.0
180,29120,7.0
180,29126,6.0
180,30028,9.0
180,30029,9.0
180,30030,10.0
180,30031,9.0
180,30032,6.0
180,30033,9.0
180,30034,9.0
180,30035,7.0
180,30036,9.0
180,30037,8.0
180,30038,7.0
180,30039,6.0
180,30040,9.0
180,30041,9.0
180,30042,9.0
180,30043,10.0
180,30044,9.0
180,30045,9.0
180,30046,9.0
180,30047,10.0
180,30048,8.0
180,30049,7.0
180,30050,10.0
180,30051,8.0
180,30052,7.0
180,30053,8.0
180,30054,9.0
180,30055,7.0
180,30056,8.0
180,30057,8.0
180,30058,9.0
180,30059,9.0
180,30060,9.0
180,30061,8.0
180,30062,9.0
180,30063,10.0
180,30064,8.0
180,30065,8.0
180,30066,8.0
180,30067,9.0
180,30068,8.0
181,30089,6.0
182,30110,7.0
182,30111,7.0
183,30116,7.0
183,30117,10.0
183,30118,9.0
183,30119,8.0
186,30171,3.0
186,30172,7.0
187,27754,10.0
187,30186,7.0
187,30187,8.0
187,30188,7.0
187,30189,9.0
187,30190,7.0
187,30191,6.0
187,30192,8.0
187,30193,6.0
187,30194,7.0
187,30195,4.0
191,30350,5.0
191,30351,4.0
191,30352,4.0
192,26714,6.0
192,30353,8.0
193,26045,7.0
193,28200,7.0
193,30354,7.0
193,30355,5.0
193,30356,6.0
199,30398,5.0
199,30399,6.0
199,30400,6.0
199,30401,5.0
199,30402,8.0
199,30403,6.0
199,30404,4.0
199,30405,9.0
199,30406,3.0
200,30408,7.0
200,30409,8.0
200,30410,8.0
200,30411,7.0
200,30412,5.0
200,30413,5.0
200,30414,9.0
200,30415,9.0
201,26641,8.0
201,27385,9.0
201,30425,7.0
201,30426,7.0
202,26929,10.0
202,27402,8.0
203,25995,9.0
203,26687,8.0
203,27402,10.0
203,27743,10.0
203,28077,10.0
203,28222,9.0
203,30477,10.0
203,30478,7.0
203,30479,7.0
203,30480,10.0
203,30481,10.0
203,30482,10.0
203,30483,8.0
203,30484,7.0
203,30485,10.0
203,30486,9.0
203,30487,7.0
203,30488,10.0
203,30489,10.0
203,30490,10.0
203,30491,8.0
203,30492,8.0
203,30493,10.0
203,30494,10.0
203,30495,8.0
203,30496,7.0
203,30497,8.0
203,30498,8.0
203,30499,10.0
203,30500,10.0
203,30501,8.0
203,30502,8.0
203,30503,8.0
203,30504,10.0
203,30505,10.0
203,30506,10.0
203,30507,9.0
203,30508,9.0
203,30509,10.0
203,30510,9.0
203,30511,8.0
203,30512,9.0
203,30513,8.0
203,30514,10.0
203,30515,10.0
203,30516,8.0
203,30517,8.0
203,30518,10.0
203,30519,10.0
203,30520,10.0
203,30521,10.0
203,30522,9.0
203,30523,10.0
203,30524,8.0
203,30525,10.0
203,30526,10.0
203,30527,8.0
203,30528,9.0
203,30529,9.0
203,30530,9.0
203,30531,10.0
203,30532,8.0
203,30533,10.0
203,30534,9.0
203,30535,8.0
203,30536,10.0
204,30537,7.0
205,30580,9.0
205,30581,10.0
205,30582,9.0
206,30583,8.0
208,26007,5.0
208,30604,8.0
212,30716,8.0
212,30717,4.0
213,30723,7.0
213,30724,8.0
213,30725,8.0
213,30726,7.0
213,30727,6.0
213,30728,7.0
213,30729,7.0
213,30730,6.0
213,30731,7.0
214,30670,8.0
214,30741,5.0
214,30742,8.0
214,30743,6.0
214,30744,5.0
214,30745,5.0
214,30746,5.0
215,30747,3.0
215,30748,8.0
217,30808,7.0
217,30809,8.0
217,30810,7.0
217,30811,9.0
217,30812,8.0
217,30813,8.0
217,30814,8.0
217,30815,7.0
217,30816,7.0
217,30817,6.0
217,30818,6.0
217,30819,7.0
217,30820,8.0
217,30821,8.0
219,26518,8.0
219,30669,8.0
219,31386,7.0
219,31387,6.0
219,31388,7.0
220,27117,9.0
220,27958,10.0
220,31438,10.0
220,31439,10.0
220,31440,10.0
220,31441,8.0
220,31442,5.0
220,31443,9.0
220,31444,10.0
220,31445,8.0
220,31446,9.0
220,31447,8.0
220,31448,6.0
220,31449,8.0
220,31450,9.0
224,31539,8.0
224,31540,9.0
224,31541,8.0
226,31653,7.0
228,26459,8.0
228,31660,7.0
229,31664,8.0
229,31665,5.0
229,31666,8.0
229,31667,8.0
229,31668,6.0
229,31669,7.0
229,31670,6.0
229,31671,6.0
229,31672,7.0
229,31673,8.0
229,31674,5.0
229,31675,7.0
230,25871,10.0
230,31678,8.0
230,31679,10.0
230,31680,7.0
231,27848,1.0
231,28452,4.0
231,31717,9.0
231,31718,5.0
231,31719,4.0
231,31720,7.0
231,31721,1.0
232,26313,7.0
232,26739,9.0
232,29461,8.0
232,30354,10.0
232,31722,6.0
232,31723,6.0
232,31724,6.0
232,31725,8.0
232,31726,6.0
232,31727,3.0
232,31728,10.0
232,31729,2.0
232,31730,8.0
232,31731,9.0
232,31732,10.0
232,31733,10.0
232,31734,9.0
232,31735,10.0
232,31736,8.0
232,31737,10.0
232,31738,10.0
233,27997,7.0
233,31739,3.0
233,31740,5.0
233,31741,1.0
234,25766,6.0
234,28396,7.0
234,31782,7.0
234,31783,7.0
234,31784,4.0
234,31785,8.0
234,31786,8.0
234,31787,6.0
235,31789,8.0
237,26167,9.0
237,31809,6.0
238,31812,10.0
239,26257,10.0
239,31837,10.0
239,31838,10.0
239,31839,5.0
239,31840,10.0
240,32120,9.0
240,32121,6.0
240,32122,6.0
240,32123,6.0
240,32124,6.0
240,32125,9.0
240,32126,9.0
240,32127,8.0
240,32128,7.0
240,32129,8.0
240,32130,7.0
240,32131,9.0
240,32132,10.0
240,32133,9.0
240,32134,8.0
240,32135,8.0
240,32136,8.0
241,32137,7.0
242,32149,7.0
243,27385,9.0
243,28663,6.0
243,30318,4.0
243,32162,6.0
243,32163,8.0
243,32164,6.0
245,28087,7.0
245,28710,10.0
245,28766,4.0
245,31559,4.0
245,32187,8.0
245,32188,7.0
245,32189,6.0
245,32190,8.0
245,32191,5.0
245,32192,5.0
245,32193,5.0
245,32194,8.0
245,32195,9.0
245,32196,4.0
249,32224,9.0
249,32225,7.0
249,32226,8.0
249,32227,9.0
250,26361,9.0
250,27739,7.0
250,32260,6.0
250,32261,8.0
252,27131,10.0
252,32076,10.0
252,32295,10.0
252,32296,10.0
252,32297,10.0
252,32298,10.0
252,32299,10.0
252,32300,10.0
252,32301,10.0
252,32302,10.0
252,32303,10.0
252,32304,10.0
252,32305,10.0
252,32306,8.0
252,32307,10.0
252,32308,10.0
252,32309,10.0
253,32329,7.0
256,32371,7.0
257,32376,7.0
258,32366,7.0
258,32377,8.0
258,32378,9.0
258,32379,9.0
258,32380,6.0
258,32381,9.0
258,32382,9.0
258,32383,6.0
259,32385,9.0
262,32479,10.0
262,32480,9.0
263,32484,10.0
263,32485,10.0
263,32486,5.0
264,32352,9.0
264,32519,8.0
264,32520,7.0
264,32521,7.0
264,32522,7.0
264,32523,7.0
264,32524,7.0
264,32525,8.0
264,32526,7.0
264,32527,7.0
264,32528,6.0
268,26588,8.0
268,32563,7.0
268,32564,5.0
268,32565,8.0
269,26179,3.0
269,28002,10.0
269,28755,10.0
269,31403,10.0
269,32568,5.0
269,32569,5.0
269,32570,10.0
269,32571,8.0
269,32572,10.0
269,32573,10.0
269,32574,10.0
269,32575,7.0
269,32576,8.0
269,32577,8.0
269,32578,5.0
269,32579,5.0
270,32585,8.0
270,32586,8.0
270,32587,5.0
270,32588,8.0
270,32589,8.0
273,32624,8.0
274,26600,10.0
274,26626,8.0
274,26832,9.0
274,31404,8.0
274,32693,6.0
274,32694,5.0
274,32695,8.0
274,32696,5.0
274,32697,10.0
274,32698,10.0
274,32699,5.0
274,32700,8.0
275,32702,6.0
275,32703,6.0
275,32704,4.0
275,32705,5.0
275,32706,6.0
275,32707,7.0
275,32708,6.0
275,32709,7.0
275,32710,7.0
275,32711,7.0
275,32712,8.0
275,32713,9.0
275,32714,8.0
275,32715,10.0
275,32716,9.0
275,32717,9.0
275,32718,9.0
275,32719,9.0
275,32720,6.0
275,32721,8.0
275,32722,6.0
276,27524,9.0
276,31541,8.0
276,32725,5.0
276,32726,7.0
276,32727,6.0
276,32728,8.0
276,32729,8.0
277,27237,5.0
279,25937,10.0
279,26272,10.0
279,26449,5.0
279,27114,8.0
279,27734,9.0
279,28488,8.0
279,28848,10.0
279,29163,9.0
279,29733,9.0
279,30155,10.0
279,30278,7.0
279,30328,10.0
279,30665,7.0
279,31387,10.0
279,31403,10.0
279,31404,10.0
279,32730,10.0
279,32731,8.0
279,32732,10.0
279,32733,10.0
279,32734,5.0
279,32735,10.0
279,32736,7.0
279,32737,8.0
279,32738,8.0
279,32739,10.0
279,32740,10.0
279,32741,1.0
279,32742,6.0
279,32743,8.0
279,32744,7.0
279,32745,3.0
279,32746,10.0
279,32747,8.0
279,32748,4.0
279,32749,8.0
279,32750,10.0
279,32751,10.0
279,32752,10.0
279,32753,7.0
279,32754,7.0
279,32755,10.0
279,32756,10.0
279,32757,9.0
279,32758,10.0
279,32759,10.0
279,32760,5.0
279,32761,8.0
279,32762,8.0
279,32763,4.0
279,32764,7.0
279,32765,10.0
279,32766,8.0
279,32767,9.0
279,32768,9.0
279,32769,10.0
279,32770,6.0
279,32771,8.0
279,32772,9.0
279,32773,5.0
279,32774,6.0
279,32775,8.0
279,32776,10.0
279,32777,10.0
279,32778,10.0
279,32779,10.0
279,32780,10.0
279,32781,9.0
279,32782,9.0
279,32783,5.0
279,32784,10.0
279,32785,10.0
279,32786,10.0
279,32787,3.0
279,32788,8.0
279,32789,8.0
279,32790,8.0
279,32791,5.0
279,32792,9.0
279,32793,10.0
279,32794,9.0
279,32795,6.0
279,32796,10.0
279,32797,10.0
279,32798,10.0
279,32799,9.0
279,32800,9.0
279,32801,5.0
280,32809,10.0
282,26467,9.0
282,32824,5.0
282,32825,9.0
282,32826,7.0
282,32827,5.0
282,32828,4.0
283,32829,8.0
283,32830,8.0
286,25871,7.0
286,28370,8.0
286,32858,8.0
286,32859,7.0
288,27409,8.0
288,31601,9.0
288,32861,8.0
288,32862,8.0
288,32863,10.0
290,26813,9.0
290,26817,9.0
290,26832,8.0
290,28977,7.0
290,32867,10.0
290,32868,8.0
290,32869,8.0
290,32870,8.0
290,32871,9.0
292,32889,5.0
293,32898,8.0
294,32915,10.0
294,32916,10.0
296,32949,9.0
296,32950,9.0
296,32951,9.0
298,26615,7.0
298,28152,8.0
298,32983,6.0
298,32984,8.0
300,33014,7.0
301,25702,9.0
301,26452,10.0
301,26466,8.0
301,26527,8.0
301,26534,5.0
301,26662,6.0
301,27393,10.0
301,27466,10.0
301,28183,8.0
301,29688,9.0
301,30135,9.0
301,30211,8.0
301,32241,8.0
301,33028,8.0
301,33029,9.0
301,33030,6.0
301,33031,9.0
301,33032,8.0
301,33033,9.0
301,33034,9.0
301,33035,9.0
301,33036,9.0
301,33037,8.0
301,33038,9.0
301,33039,8.0
301,33040,9.0
301,33041,7.0
301,33042,8.0
301,33043,10.0
301,33044,8.0
301,33045,4.0
301,33046,9.0
301,33047,8.0
301,33048,9.0
301,33049,10.0
301,33050,10.0
301,33051,8.0
305,30329,10.0
307,26104,9.0
307,27845,9.0
307,28436,10.0
307,29206,5.0
307,29786,10.0
307,30258,8.0
307,31472,9.0
307,32530,10.0
307,33115,8.0
307,33116,8.0
307,33117,10.0
307,33118,8.0
307,33119,10.0
307,33120,7.0
307,33121,8.0
307,33122,9.0
307,33123,9.0
307,33124,10.0
307,33125,10.0
307,33126,8.0
307,33127,9.0
307,33128,9.0
307,33129,10.0
307,33130,10.0
307,33131,9.0
307,33132,8.0
308,33283,8.0
308,33284,10.0
308,33285,9.0
308,33286,10.0
310,33458,8.0
310,33459,7.0
313,27770,1.0
313,28817,5.0
313,30264,6.0
313,30290,8.0
313,32352,6.0
313,33231,7.0
313,33488,7.0
313,33489,7.0
313,33490,6.0
313,33491,2.0
313,33492,5.0
313,33493,5.0
313,33494,3.0
313,33495,3.0
313,33496,1.0
313,33497,1.0
313,33498,8.0
313,33499,5.0
313,33500,8.0
313,33501,2.0
313,33502,7.0
313,33503,8.0
313,33504,2.0
313,33505,4.0
313,33506,2.0
313,33507,1.0
313,33508,6.0
313,33509,6.0
313,33510,1.0
313,33511,7.0
313,33512,5.0
313,33513,6.0
313,33514,2.0
313,33515,5.0
313,33516,6.0
313,33517,7.0
313,33518,6.0
313,33519,6.0
313,33520,5.0
313,33521,8.0
314,33551,5.0
314,33552,10.0
315,30644,5.0
315,33091,10.0
315,33560,10.0
315,33561,10.0
315,33562,10.0
315,33563,9.0
315,33564,7.0
315,33565,7.0
315,33566,7.0
315,33567,5.0
315,33568,5.0
315,33569,5.0
315,33570,8.0
315,33571,7.0
315,33572,6.0
318,33633,6.0
318,33634,7.0
318,33635,8.0
318,33636,8.0
319,33638,5.0
320,29126,4.0
320,32357,7.0
320,33663,8.0
320,33664,5.0
320,33665,7.0
320,33666,8.0
320,33667,7.0
320,33668,7.0
320,33669,4.0
320,33670,10.0
320,33671,10.0
323,26502,8.0
324,26007,10.0
324,26717,9.0
324,26774,7.0
324,26794,9.0
324,27313,7.0
324,27755,5.0
324,30328,5.0
324,32888,5.0
324,33976,7.0
324,33977,5.0
324,33978,5.0
325,33979,7.0
325,33980,4.0
325,33981,6.0
326,33982,7.0
328,27791,4.0
328,34057,5.0
328,34058,5.0
329,34096,7.0
330,26731,8.0
331,26197,5.0
331,30724,9.0
331,33536,7.0
331,34099,8.0
331,34100,8.0
332,33492,10.0
332,34118,9.0
332,34119,7.0
332,34120,8.0
335,28965,9.0
335,34062,6.0
335,34133,8.0
335,34134,7.0
335,34135,6.0
336,34140,9.0
336,34141,8.0
336,34142,10.0
336,34143,8.0
336,34144,9.0
336,34145,9.0
336,34146,8.0
337,28177,4.0
337,34152,5.0
337,34153,7.0
340,34193,7.0
342,34200,9.0
343,34218,8.0
343,34219,9.0
343,34220,8.0
343,34221,10.0
343,34222,8.0
343,34223,8.0
345,28811,10.0
345,31503,8.0
345,32736,9.0
345,34231,7.0
345,34232,8.0
346,25961,10.0
346,34330,10.0
346,34331,9.0
346,34332,8.0
346,34333,8.0
346,34334,10.0
346,34335,10.0
346,34336,10.0
346,34337,10.0
346,34338,10.0
346,34339,10.0
346,34340,10.0
346,34341,10.0
347,34400,7.0
347,34401,8.0
347,34402,9.0
347,34403,9.0
347,34404,8.0
347,34405,9.0
347,34406,10.0
347,34407,10.0
348,34418,9.0
348,34419,10.0
348,34420,6.0
349,32132,5.0
351,31699,6.0
351,34441,8.0
352,32352,10.0
352,34445,5.0
352,34446,7.0
353,34453,8.0
353,34454,8.0
354,32071,7.0
354,32506,8.0
354,34458,7.0
355,34459,7.0
357,26081,10.0
357,26652,2.0
357,32157,8.0
357,33882,6.0
357,34567,10.0
357,34568,10.0
357,34569,5.0
357,34570,7.0
357,34571,8.0
357,34572,5.0
357,34573,9.0
357,34574,8.0
358,32521,9.0
358,33008,8.0
358,34577,8.0
360,25740,8.0
360,25887,10.0
360,25937,8.0
360,25966,8.0
360,26056,8.0
360,26170,8.0
360,26219,7.0
360,26309,7.0
360,26313,6.0
360,26508,8.0
360,26625,8.0
360,26673,10.0
360,26758,7.0
360,26922,7.0
360,26929,9.0
360,27015,8.0
360,27113,8.0
360,27161,8.0
360,27316,8.0
360,27317,9.0
360,27342,7.0
360,27378,8.0
360,27402,8.0
360,27488,7.0
360,27720,9.0
360,27745,8.0
360,27776,8.0
360,28134,7.0
360,28214,8.0
360,28347,8.0
360,28429,7.0
360,28434,8.0
360,28641,8.0
360,28755,8.0
360,28991,7.0
360,29075,7.0
360,29199,8.0
360,29572,9.0
360,29573,8.0
360,29656,8.0
360,29692,8.0
360,29734,6.0
360,29738,8.0
360,29754,10.0
360,30012,8.0
360,30258,9.0
360,30310,7.0
360,30332,9.0
360,30348,7.0
360,30410,9.0
360,30521,8.0
360,30761,8.0
360,31833,9.0
360,32147,10.0
360,32163,7.0
360,32522,8.0
360,32735,7.0
360,32873,10.0
360,33513,6.0
360,33700,7.0
360,33703,6.0
360,33940,8.0
360,33943,9.0
360,34062,6.0
360,34123,8.0
360,34160,9.0
360,34185,10.0
360,34427,8.0
360,34585,8.0
360,34586,10.0
360,34587,8.0
